Station Name,Extended Name,ID,State,State Abbv.,Network,Network ID,Station Triplet,Elevation,Lat,Long,HUCC
Dills Camp,Dills Camp (444) (elev. 9228),444,Utah,UT,SNOTEL,SNTL,444:UT:SNTL,9228,39.04554,-111.46875,"140700020201	"
Donkey Reservoir,Donkey Reservoir (452) (elev. 9799),452,Utah,UT,SNOTEL,SNTL,452:UT:SNTL,9799,38.2084,-111.47412,"140700030305	"
Dry Bread Pond,Dry Bread Pond (455) (elev. 8302),455,Utah,UT,SNOTEL,SNTL,455:UT:SNTL,8302,41.41289,-111.5377,"160102030101	"
Dry Fork,Dry Fork (906) (elev. 7093),906,Utah,UT,SNOTEL,SNTL,906:UT:SNTL,7093,40.56533,-112.17343,"160202040106	"
EF Blacks Fork GS,EF Blacks Fork GS (1163) (elev. 9360),1163,Utah,UT,SNOTEL,SNTL,1163:UT:SNTL,9360,40.88472,-110.54056,"140401070302	"
East Willow Creek,East Willow Creek (461) (elev. 8302),461,Utah,UT,SNOTEL,SNTL,461:UT:SNTL,8302,39.31213,-109.53179,"140600060205	"
Farmington,Farmington (474) (elev. 7902),474,Utah,UT,SNOTEL,SNTL,474:UT:SNTL,7902,40.97462,-111.80975,"160201020502	"
Farmington Lower,Farmington Lower (1054) (elev. 6779),1054,Utah,UT,SNOTEL,SNTL,1054:UT:SNTL,6779,40.992,-111.81702,"160201020502	"
Farnsworth Lake,Farnsworth Lake (475) (elev. 9623),475,Utah,UT,SNOTEL,SNTL,475:UT:SNTL,9623,38.77246,-111.67662,"160300030405	"
Fish Lake Utah,Fish Lake Utah (1149) (elev. 8798),1149,Utah,UT,SNOTEL,SNTL,1149:UT:SNTL,8798,38.50455,-111.76693,"140700030108	"
Five Points Lake,Five Points Lake (481) (elev. 10943),481,Utah,UT,SNOTEL,SNTL,481:UT:SNTL,10943,40.71785,-110.46721,"140600030701	"
GBRC HQ,GBRC HQ (1221) (elev. 8801),1221,Utah,UT,SNOTEL,SNTL,1221:UT:SNTL,8801,39.32019,-111.48827,"160300040307	"
GBRC Meadows,GBRC Meadows (1222) (elev. 9858),1222,Utah,UT,SNOTEL,SNTL,1222:UT:SNTL,9858,39.30229,-111.45383,"160300040307	"
Garden City Summit,Garden City Summit (1114) (elev. 7705),1114,Utah,UT,SNOTEL,SNTL,1114:UT:SNTL,7705,41.9215,-111.4693,"160102010106	"
Gardner Peak,Gardner Peak (1066) (elev. 8322),1066,Utah,UT,SNOTEL,SNTL,1066:UT:SNTL,8322,37.40083,-113.45988,"150100080701	"
George Creek,George Creek (1151) (elev. 8964),1151,Utah,UT,SNOTEL,SNTL,1151:UT:SNTL,8964,41.91562,-113.41154,"170402100401	"
Gold Basin,Gold Basin (1304) (elev. 10076),1304,Utah,UT,SNOTEL,SNTL,1304:UT:SNTL,10076,38.46516,-109.26332,"140300050401	"
Gooseberry RS,Gooseberry RS (495) (elev. 7944),495,Utah,UT,SNOTEL,SNTL,495:UT:SNTL,7944,38.80034,-111.68333,"160300030405	"
Gooseberry RS Up,Gooseberry RS Up (1184) (elev. 8396),1184,Utah,UT,SNOTEL,SNTL,1184:UT:SNTL,8396,38.7882,-111.68892,"160300030405	"
Gutz Peak,Gutz Peak (1065) (elev. 6763),1065,Utah,UT,SNOTEL,SNTL,1065:UT:SNTL,6763,37.49617,-113.94235,"150100100101	"
Hardscrabble,Hardscrabble (896) (elev. 7250),896,Utah,UT,SNOTEL,SNTL,896:UT:SNTL,7250,40.86833,-111.71865,"160201020105	"
Harris Flat,Harris Flat (514) (elev. 7792),514,Utah,UT,SNOTEL,SNTL,514:UT:SNTL,7792,37.48997,-112.57602,"160300010104	"
Hayden Fork,Hayden Fork (517) (elev. 9130),517,Utah,UT,SNOTEL,SNTL,517:UT:SNTL,9130,40.79669,-110.88472,"160101010101	"
Hewinta,Hewinta (521) (elev. 9500),521,Utah,UT,SNOTEL,SNTL,521:UT:SNTL,9500,40.95009,-110.48419,"140401070203	"
Hickerson Park,Hickerson Park (522) (elev. 9122),522,Utah,UT,SNOTEL,SNTL,522:UT:SNTL,9122,40.90663,-109.96287,"140401060501	"
Hobble Creek,Hobble Creek (1223) (elev. 7377),1223,Utah,UT,SNOTEL,SNTL,1223:UT:SNTL,7377,40.18538,-111.35971,"160202020304	"
Hole-in-Rock,Hole-in-Rock (528) (elev. 9168),528,Utah,UT,SNOTEL,SNTL,528:UT:SNTL,9168,40.92167,-110.18623,"140401060205	"
Horse Ridge,Horse Ridge (533) (elev. 8199),533,Utah,UT,SNOTEL,SNTL,533:UT:SNTL,8199,41.31372,-111.44624,"160201010601	"
Huntington Horse,Huntington Horse (1216) (elev. 9652),1216,Utah,UT,SNOTEL,SNTL,1216:UT:SNTL,9652,39.61774,-111.30576,"140600070201	"
Indian Canyon,Indian Canyon (543) (elev. 9171),543,Utah,UT,SNOTEL,SNTL,543:UT:SNTL,9171,39.89166,-110.74604,"140600040701	"
Jones Corral,Jones Corral (1099) (elev. 9749),1099,Utah,UT,SNOTEL,SNTL,1099:UT:SNTL,9749,38.07125,-112.16788,"160300020507	"
Kilfoil Creek,Kilfoil Creek (1145) (elev. 7220),1145,Utah,UT,SNOTEL,SNTL,1145:UT:SNTL,7220,41.24764,-111.41249,"160201010603	"
Kimberly Mine,Kimberly Mine (557) (elev. 9101),557,Utah,UT,SNOTEL,SNTL,557:UT:SNTL,9101,38.48383,-112.39273,"160300030104	"
Kings Cabin,Kings Cabin (559) (elev. 8728),559,Utah,UT,SNOTEL,SNTL,559:UT:SNTL,8728,40.71632,-109.54401,"140600100303	"
Klondike Narrows,Klondike Narrows (1115) (elev. 7250),1115,Utah,UT,SNOTEL,SNTL,1115:UT:SNTL,7250,41.96769,-111.59713,"160102030302	"
Kolob,Kolob (561) (elev. 9263),561,Utah,UT,SNOTEL,SNTL,561:UT:SNTL,9263,37.52664,-113.05386,"150100080102	"
Lakefork #1,Lakefork #1 (566) (elev. 10128),566,Utah,UT,SNOTEL,SNTL,566:UT:SNTL,10128,40.59709,-110.43316,"140600030705	"
Lakefork #3,Lakefork #3 (1116) (elev. 8464),1116,Utah,UT,SNOTEL,SNTL,1116:UT:SNTL,8464,40.5502,-110.3529,"140600030705	"
Lakefork Basin,Lakefork Basin (513) (elev. 10885),513,Utah,UT,SNOTEL,SNTL,513:UT:SNTL,10885,40.73785,-110.62121,"140600030601	"
Lasal Mountain,Lasal Mountain (572) (elev. 9578),572,Utah,UT,SNOTEL,SNTL,572:UT:SNTL,9578,38.48226,-109.27198,"140300050404	"
Lasal Mountain-Lower,Lasal Mountain-Lower (1215) (elev. 8783),1215,Utah,UT,SNOTEL,SNTL,1215:UT:SNTL,8783,38.48167,-109.29164,"140300050404	"
Lightning Ridge,Lightning Ridge (1056) (elev. 8215),1056,Utah,UT,SNOTEL,SNTL,1056:UT:SNTL,8215,41.35891,-111.48749,"160201020201	"
Lily Lake,Lily Lake (579) (elev. 9133),579,Utah,UT,SNOTEL,SNTL,579:UT:SNTL,9133,40.86493,-110.79813,"160101010103	"
Little Bear,Little Bear (582) (elev. 6548),582,Utah,UT,SNOTEL,SNTL,582:UT:SNTL,6548,41.40562,-111.82607,"160102030103	"
Little Grassy,Little Grassy (583) (elev. 6065),583,Utah,UT,SNOTEL,SNTL,583:UT:SNTL,6065,37.48631,-113.84582,"160300061302	"
Lonesome Beaver,Lonesome Beaver (1261) (elev. 9410),1261,Utah,UT,SNOTEL,SNTL,1261:UT:SNTL,9410,38.07,-110.77241,"140700010301	"
Long Flat,Long Flat (592) (elev. 7982),592,Utah,UT,SNOTEL,SNTL,592:UT:SNTL,7982,37.51255,-113.39661,"160300061403	"
Long Valley Jct,Long Valley Jct (593) (elev. 7465),593,Utah,UT,SNOTEL,SNTL,593:UT:SNTL,7465,37.48756,-112.51458,"150100080201	"
Lookout Peak,Lookout Peak (596) (elev. 8161),596,Utah,UT,SNOTEL,SNTL,596:UT:SNTL,8161,40.83731,-111.70965,"160202040302	"
Lost Creek Resv,Lost Creek Resv (1118) (elev. 6082),1118,Utah,UT,SNOTEL,SNTL,1118:UT:SNTL,6082,41.22155,-111.35947,"160201010603	"
Louis Meadow,Louis Meadow (972) (elev. 6700),972,Utah,UT,SNOTEL,SNTL,972:UT:SNTL,6700,40.83033,-111.76457,"160202040304	"
Mammoth-Cottonwood,Mammoth-Cottonwood (612) (elev. 8709),612,Utah,UT,SNOTEL,SNTL,612:UT:SNTL,8709,39.68338,-111.31818,"160300040203	"
Merchant Valley,Merchant Valley (621) (elev. 8705),621,Utah,UT,SNOTEL,SNTL,621:UT:SNTL,8705,38.30285,-112.43637,"160300070201	"
Midway Valley,Midway Valley (626) (elev. 9827),626,Utah,UT,SNOTEL,SNTL,626:UT:SNTL,9827,37.56933,-112.83849,"160300010101	"
Mill-D North,Mill-D North (628) (elev. 8963),628,Utah,UT,SNOTEL,SNTL,628:UT:SNTL,8963,40.65883,-111.63683,"160202040201	"
Mining Fork,Mining Fork (631) (elev. 8295),631,Utah,UT,SNOTEL,SNTL,631:UT:SNTL,8295,40.49384,-112.61141,"160203040503	"
Monte Cristo,Monte Cristo (634) (elev. 8932),634,Utah,UT,SNOTEL,SNTL,634:UT:SNTL,8932,41.46547,-111.49688,"160102030201	"
Mosby Mtn.,Mosby Mtn. (643) (elev. 9553),643,Utah,UT,SNOTEL,SNTL,643:UT:SNTL,9553,40.60798,-109.8881,"140600100702	"
Mt Baldy,Mt Baldy (1224) (elev. 9524),1224,Utah,UT,SNOTEL,SNTL,1224:UT:SNTL,9524,39.13648,-111.50527,"160300040402	"
Mt Pennell,Mt Pennell (1269) (elev. 9209),1269,Utah,UT,SNOTEL,SNTL,1269:UT:SNTL,9209,37.97793,-110.7933,"140700010502	"
Oak Creek,Oak Creek (1146) (elev. 7850),1146,Utah,UT,SNOTEL,SNTL,1146:UT:SNTL,7850,39.3485,-112.32639,"160300051505	"
Panguitch Lake RS,Panguitch Lake RS (1148) (elev. 8350),1148,Utah,UT,SNOTEL,SNTL,1148:UT:SNTL,8350,37.70463,-112.65037,"160300010402	"
Parleys Summit,Parleys Summit (684) (elev. 7585),684,Utah,UT,SNOTEL,SNTL,684:UT:SNTL,7585,40.76184,-111.62917,"160201020103	"
Parleys Upper,Parleys Upper (856) (elev. 8353),856,Utah,UT,SNOTEL,SNTL,856:UT:SNTL,8353,40.70194,-111.60619,"160202040302	"
Parrish Creek,Parrish Creek (971) (elev. 7740),971,Utah,UT,SNOTEL,SNTL,971:UT:SNTL,7740,40.93417,-111.81372,"160201020501	"
Payson R.S.,Payson R.S. (686) (elev. 8044),686,Utah,UT,SNOTEL,SNTL,686:UT:SNTL,8044,39.92976,-111.63109,"160202020601	"
Pickle Keg,Pickle Keg (691) (elev. 9020),691,Utah,UT,SNOTEL,SNTL,691:UT:SNTL,9020,39.01219,-111.58259,"160300030402	"
Pine Creek,Pine Creek (694) (elev. 8734),694,Utah,UT,SNOTEL,SNTL,694:UT:SNTL,8734,38.88185,-112.24915,"160300051307	"
Powder Mountain,Powder Mountain (1300) (elev. 8505),1300,Utah,UT,SNOTEL,SNTL,1300:UT:SNTL,8505,41.37428,-111.76673,"160102030102	"
Red Pine Ridge,Red Pine Ridge (714) (elev. 8988),714,Utah,UT,SNOTEL,SNTL,714:UT:SNTL,8988,39.45197,-111.27221,"140600090202	"
Redden Mine Lwr,Redden Mine Lwr (1225) (elev. 8532),1225,Utah,UT,SNOTEL,SNTL,1225:UT:SNTL,8532,40.67505,-111.21765,"160201010103	"
Rees Flat,Rees Flat (1217) (elev. 7206),1217,Utah,UT,SNOTEL,SNTL,1217:UT:SNTL,7206,39.49667,-111.72508,"160300050202	"
Rock Creek,Rock Creek (720) (elev. 7886),720,Utah,UT,SNOTEL,SNTL,720:UT:SNTL,7886,40.54875,-110.69292,"140600030304	"
Rocky Basin-Settleme,Rocky Basin-Settleme (723) (elev. 8704),723,Utah,UT,SNOTEL,SNTL,723:UT:SNTL,8704,40.44293,-112.22377,"160203040401	"
Santaquin Meadows,Santaquin Meadows (1280) (elev. 7835),1280,Utah,UT,SNOTEL,SNTL,1280:UT:SNTL,7835,39.92076,-111.71802,"160202010301	"
Seeley Creek,Seeley Creek (742) (elev. 9904),742,Utah,UT,SNOTEL,SNTL,742:UT:SNTL,9904,39.31042,-111.43297,"140600090203	"
Smith  Morehouse,Smith  Morehouse (763) (elev. 7631),763,Utah,UT,SNOTEL,SNTL,763:UT:SNTL,7631,40.78931,-111.09192,"160201010203	"
Snowbird,Snowbird (766) (elev. 9177),766,Utah,UT,SNOTEL,SNTL,766:UT:SNTL,9177,40.56914,-111.65852,"160202040202	"
Spirit Lk,Spirit Lk (1117) (elev. 10235),1117,Utah,UT,SNOTEL,SNTL,1117:UT:SNTL,10235,40.83868,-110.00527,"140401060501	"
Steel Creek Park,Steel Creek Park (790) (elev. 10158),790,Utah,UT,SNOTEL,SNTL,790:UT:SNTL,10158,40.90862,-110.50462,"140401070203	"
Strawberry Divide,Strawberry Divide (795) (elev. 8123),795,Utah,UT,SNOTEL,SNTL,795:UT:SNTL,8123,40.16483,-111.20665,"140600040103	"
Sunflower Flat,Sunflower Flat (1249) (elev. 10018),1249,Utah,UT,SNOTEL,SNTL,1249:UT:SNTL,10018,38.048,-111.33981,"140700030406	"
Suu Ranch,Suu Ranch (1248) (elev. 8050),1248,Utah,UT,SNOTEL,SNTL,1248:UT:SNTL,8050,37.59711,-112.92949,"160300060306	"
Takka Wiiya,Takka Wiiya (1247) (elev. 9122),1247,Utah,UT,SNOTEL,SNTL,1247:UT:SNTL,9122,39.74104,-113.98262,"160203060804	"
Temple Fork,Temple Fork (1013) (elev. 7406),1013,Utah,UT,SNOTEL,SNTL,1013:UT:SNTL,7406,41.793,-111.54605,"160102030303	"
Thaynes Canyon,Thaynes Canyon (814) (elev. 9230),814,Utah,UT,SNOTEL,SNTL,814:UT:SNTL,9230,40.6235,-111.53322,"160201020101	"
Thistle Flat,Thistle Flat (1226) (elev. 8787),1226,Utah,UT,SNOTEL,SNTL,1226:UT:SNTL,8787,39.23803,-111.51998,"160300040501	"
Timberline,Timberline (1097) (elev. 8736),1097,Utah,UT,SNOTEL,SNTL,1097:UT:SNTL,8736,39.67712,-110.43395,"140600070903	"
Timpanogos Divide,Timpanogos Divide (820) (elev. 8140),820,Utah,UT,SNOTEL,SNTL,820:UT:SNTL,8140,40.42817,-111.61633,"160202010802	"
Tony Grove Lake,Tony Grove Lake (823) (elev. 8474),823,Utah,UT,SNOTEL,SNTL,823:UT:SNTL,8474,41.89833,-111.62957,"160102030304	"
Tony Grove RS,Tony Grove RS (1113) (elev. 6332),1113,Utah,UT,SNOTEL,SNTL,1113:UT:SNTL,6332,41.88573,-111.56918,"160102030304	"
Trial Lake,Trial Lake (828) (elev. 9992),828,Utah,UT,SNOTEL,SNTL,828:UT:SNTL,9992,40.678,-110.94873,"160202030102	"
Trout Creek,Trout Creek (833) (elev. 9518),833,Utah,UT,SNOTEL,SNTL,833:UT:SNTL,9518,40.739,-109.6728,"140600100802	"
Upper Joes Valley,Upper Joes Valley (1227) (elev. 8596),1227,Utah,UT,SNOTEL,SNTL,1227:UT:SNTL,8596,39.4155,-111.2491,"140600090201	"
Usu Doc Daniel,Usu Doc Daniel (1098) (elev. 8270),1098,Utah,UT,SNOTEL,SNTL,1098:UT:SNTL,8270,41.86425,-111.50603,"160102010103	"
Vernon Creek,Vernon Creek (844) (elev. 7401),844,Utah,UT,SNOTEL,SNTL,844:UT:SNTL,7401,39.93667,-112.41478,"160203040102	"
Webster Flat,Webster Flat (853) (elev. 9203),853,Utah,UT,SNOTEL,SNTL,853:UT:SNTL,9203,37.575,-112.90155,"150100080101	"
White River #1,White River #1 (864) (elev. 8641),864,Utah,UT,SNOTEL,SNTL,864:UT:SNTL,8641,39.9645,-110.98845,"140600070102	"
Widtsoe #3,Widtsoe #3 (865) (elev. 9640),865,Utah,UT,SNOTEL,SNTL,865:UT:SNTL,9640,37.83633,-111.88163,"160300020403	"
Wolf Creek Peak,Wolf Creek Peak (1164) (elev. 9796),1164,Utah,UT,SNOTEL,SNTL,1164:UT:SNTL,9796,40.47733,-111.04469,"160202030104	"
Wrigley Creek,Wrigley Creek (1228) (elev. 9327),1228,Utah,UT,SNOTEL,SNTL,1228:UT:SNTL,9327,39.13233,-111.35685,"140600090303	"
Yankee Reservoir,Yankee Reservoir (1197) (elev. 8692),1197,Utah,UT,SNOTEL,SNTL,1197:UT:SNTL,8692,37.74797,-112.77495,"160300060202	"
Alpine Meadows,Alpine Meadows (908) (elev. 3500),908,Washington,WA,SNOTEL,SNTL,908:WA:SNTL,3500,47.77957,-121.69847,"171100100501	"
Beaver Pass,Beaver Pass (990) (elev. 3630),990,Washington,WA,SNOTEL,SNTL,990:WA:SNTL,3630,48.8793,-121.2555,"171100050605	"
Blewett Pass,Blewett Pass (352) (elev. 4240),352,Washington,WA,SNOTEL,SNTL,352:WA:SNTL,4240,47.35037,-120.6796,"170200110501	"
Brown Top,Brown Top (1080) (elev. 5830),1080,Washington,WA,SNOTEL,SNTL,1080:WA:SNTL,5830,48.92755,-121.19713,"171100050601	"
Buckinghorse,Buckinghorse (1107) (elev. 4870),1107,Washington,WA,SNOTEL,SNTL,1107:WA:SNTL,4870,47.7086,-123.45747,"171100200501	"
Bumping Ridge,Bumping Ridge (375) (elev. 4610),375,Washington,WA,SNOTEL,SNTL,375:WA:SNTL,4610,46.81003,-121.33058,"170300020105	"
Bunchgrass Mdw,Bunchgrass Mdw (376) (elev. 5000),376,Washington,WA,SNOTEL,SNTL,376:WA:SNTL,5000,48.68688,-117.17633,"170102160401	"
Burnt Mountain,Burnt Mountain (942) (elev. 4170),942,Washington,WA,SNOTEL,SNTL,942:WA:SNTL,4170,47.0444,-121.94032,"171100140103	"
Calamity,Calamity (1109) (elev. 2500),1109,Washington,WA,SNOTEL,SNTL,1109:WA:SNTL,2500,45.90362,-122.21633,"170800020603	"
Cayuse Pass,Cayuse Pass (1085) (elev. 5240),1085,Washington,WA,SNOTEL,SNTL,1085:WA:SNTL,5240,46.86954,-121.5343,"171100140301	"
Corral Pass,Corral Pass (418) (elev. 5800),418,Washington,WA,SNOTEL,SNTL,418:WA:SNTL,5800,47.01872,-121.46464,"171100140307	"
Cougar Mountain,Cougar Mountain (420) (elev. 3200),420,Washington,WA,SNOTEL,SNTL,420:WA:SNTL,3200,47.27666,-121.67138,"171100130202	"
Dungeness,Dungeness (943) (elev. 4010),943,Washington,WA,SNOTEL,SNTL,943:WA:SNTL,4010,47.87224,-123.0788,"171100200301	"
Easy Pass,Easy Pass (998) (elev. 5270),998,Washington,WA,SNOTEL,SNTL,998:WA:SNTL,5270,48.85933,-121.43895,"171100010101	"
Elbow Lake,Elbow Lake (910) (elev. 3040),910,Washington,WA,SNOTEL,SNTL,910:WA:SNTL,3040,48.69092,-121.90893,"171100040401	"
Fish Lake,Fish Lake (478) (elev. 3430),478,Washington,WA,SNOTEL,SNTL,478:WA:SNTL,3430,47.53565,-121.08553,"170300010102	"
Gold Axe Camp,Gold Axe Camp (1159) (elev. 5360),1159,Washington,WA,SNOTEL,SNTL,1159:WA:SNTL,5360,48.9516,-118.9864,"170200021204	"
Gold Mountain,Gold Mountain (1256) (elev. 4390),1256,Washington,WA,SNOTEL,SNTL,1256:WA:SNTL,4390,48.18934,-118.4559,"170200011703	"
Green Lake,Green Lake (502) (elev. 5920),502,Washington,WA,SNOTEL,SNTL,502:WA:SNTL,5920,46.54741,-121.17093,"170300030101	"
Grouse Camp,Grouse Camp (507) (elev. 5390),507,Washington,WA,SNOTEL,SNTL,507:WA:SNTL,5390,47.28107,-120.48771,"170300010401	"
Harts Pass,Harts Pass (515) (elev. 6490),515,Washington,WA,SNOTEL,SNTL,515:WA:SNTL,6490,48.72047,-120.6586,"171100050501	"
Hozomeen Camp,Hozomeen Camp (991) (elev. 1690),991,Washington,WA,SNOTEL,SNTL,991:WA:SNTL,1690,48.98075,-121.07976,"171100050602	"
Huckleberry Creek,Huckleberry Creek (928) (elev. 2250),928,Washington,WA,SNOTEL,SNTL,928:WA:SNTL,2250,47.06565,-121.58778,"171100140307	"
Indian Rock,Indian Rock (1129) (elev. 5360),1129,Washington,WA,SNOTEL,SNTL,1129:WA:SNTL,5360,45.99077,-120.80767,"170701060301	"
June Lake,June Lake (553) (elev. 3440),553,Washington,WA,SNOTEL,SNTL,553:WA:SNTL,3440,46.14778,-122.15413,"170800020304	"
Lone Pine,Lone Pine (591) (elev. 3930),591,Washington,WA,SNOTEL,SNTL,591:WA:SNTL,3930,46.27143,-121.96288,"170800020203	"
Lost Horse,Lost Horse (599) (elev. 5120),599,Washington,WA,SNOTEL,SNTL,599:WA:SNTL,5120,46.3575,-121.08095,"170300030302	"
Lyman Lake,Lyman Lake (606) (elev. 5980),606,Washington,WA,SNOTEL,SNTL,606:WA:SNTL,5980,48.19798,-120.91678,"170200090203	"
Lynn Lake,Lynn Lake (1069) (elev. 3900),1069,Washington,WA,SNOTEL,SNTL,1069:WA:SNTL,3900,47.20172,-121.77972,"171100130203	"
MF Nooksack,MF Nooksack (1011) (elev. 4970),1011,Washington,WA,SNOTEL,SNTL,1011:WA:SNTL,4970,48.82453,-121.92951,"171100040303	"
Marten Ridge,Marten Ridge (999) (elev. 3520),999,Washington,WA,SNOTEL,SNTL,999:WA:SNTL,3520,48.76292,-121.69823,"171100051004	"
Meadows Pass,Meadows Pass (897) (elev. 3230),897,Washington,WA,SNOTEL,SNTL,897:WA:SNTL,3230,47.28312,-121.47197,"171100120101	"
Morse Lake,Morse Lake (642) (elev. 5410),642,Washington,WA,SNOTEL,SNTL,642:WA:SNTL,5410,46.90585,-121.4827,"170300020106	"
Moses Mtn,Moses Mtn (644) (elev. 5010),644,Washington,WA,SNOTEL,SNTL,644:WA:SNTL,5010,48.36163,-119.08159,"170200061903	"
Mount Crag,Mount Crag (648) (elev. 3960),648,Washington,WA,SNOTEL,SNTL,648:WA:SNTL,3960,47.7637,-123.026,"171100180601	"
Mount Gardner,Mount Gardner (898) (elev. 2920),898,Washington,WA,SNOTEL,SNTL,898:WA:SNTL,2920,47.35768,-121.56812,"171100120103	"
Mowich,Mowich (941) (elev. 3160),941,Washington,WA,SNOTEL,SNTL,941:WA:SNTL,3160,46.92833,-121.95232,"171100140105	"
Mt. Tebo,Mt. Tebo (1126) (elev. 3384),1126,Washington,WA,SNOTEL,SNTL,1126:WA:SNTL,3384,47.46061,-123.41219,"171100170101	"
Muckamuck,Muckamuck (1259) (elev. 4470),1259,Washington,WA,SNOTEL,SNTL,1259:WA:SNTL,4470,48.58526,-119.86624,"170200062001	"
Olallie Meadows,Olallie Meadows (672) (elev. 4030),672,Washington,WA,SNOTEL,SNTL,672:WA:SNTL,4030,47.37406,-121.44213,"171100100301	"
Paradise,Paradise (679) (elev. 5130),679,Washington,WA,SNOTEL,SNTL,679:WA:SNTL,5130,46.78265,-121.74765,"171100150104	"
Park Creek Ridge,Park Creek Ridge (681) (elev. 4600),681,Washington,WA,SNOTEL,SNTL,681:WA:SNTL,4600,48.44488,-120.91551,"170200090106	"
Pepper Creek,Pepper Creek (1104) (elev. 2140),1104,Washington,WA,SNOTEL,SNTL,1104:WA:SNTL,2140,46.10242,-121.95555,"170800020111	"
Pigtail Peak,Pigtail Peak (692) (elev. 5800),692,Washington,WA,SNOTEL,SNTL,692:WA:SNTL,5800,46.62153,-121.38643,"170300020301	"
Pinto Rock,Pinto Rock (1263) (elev. 4440),1263,Washington,WA,SNOTEL,SNTL,1263:WA:SNTL,4440,46.32318,-121.94219,"170800040405	"
Pope Ridge,Pope Ridge (699) (elev. 3590),699,Washington,WA,SNOTEL,SNTL,699:WA:SNTL,3590,47.9909,-120.56622,"170200100204	"
Potato Hill,Potato Hill (702) (elev. 4510),702,Washington,WA,SNOTEL,SNTL,702:WA:SNTL,4510,46.34963,-121.51435,"170800040303	"
Quartz Peak,Quartz Peak (707) (elev. 4700),707,Washington,WA,SNOTEL,SNTL,707:WA:SNTL,4700,47.87927,-117.08938,"170103080302	"
Rainy Pass,Rainy Pass (711) (elev. 4890),711,Washington,WA,SNOTEL,SNTL,711:WA:SNTL,4890,48.51865,-120.7358,"171100050503	"
Rex River,Rex River (911) (elev. 3810),911,Washington,WA,SNOTEL,SNTL,911:WA:SNTL,3810,47.30218,-121.60475,"171100120102	"
Salmon Meadows,Salmon Meadows (728) (elev. 4460),728,Washington,WA,SNOTEL,SNTL,728:WA:SNTL,4460,48.65518,-119.8383,"170200062003	"
Sasse Ridge,Sasse Ridge (734) (elev. 4340),734,Washington,WA,SNOTEL,SNTL,734:WA:SNTL,4340,47.38485,-121.06323,"170300010104	"
Satus Pass,Satus Pass (1231) (elev. 3960),1231,Washington,WA,SNOTEL,SNTL,1231:WA:SNTL,3960,45.98797,-120.67734,"170701060301	"
Sawmill Ridge,Sawmill Ridge (1068) (elev. 4640),1068,Washington,WA,SNOTEL,SNTL,1068:WA:SNTL,4640,47.15992,-121.42172,"171100130104	"
Sentinel Butte,Sentinel Butte (1043) (elev. 4680),1043,Washington,WA,SNOTEL,SNTL,1043:WA:SNTL,4680,48.86133,-118.39843,"170200021705	"
Sheep Canyon,Sheep Canyon (748) (elev. 3990),748,Washington,WA,SNOTEL,SNTL,748:WA:SNTL,3990,46.19325,-122.25393,"170800050601	"
Skate Creek,Skate Creek (1257) (elev. 3770),1257,Washington,WA,SNOTEL,SNTL,1257:WA:SNTL,3770,46.64336,-121.83044,"170800040505	"
Skookum Creek,Skookum Creek (912) (elev. 3310),912,Washington,WA,SNOTEL,SNTL,912:WA:SNTL,3310,47.68433,-121.61007,"171100100503	"
Sourdough Gulch,Sourdough Gulch (985) (elev. 4000),985,Washington,WA,SNOTEL,SNTL,985:WA:SNTL,4000,46.23718,-117.39438,"170601030202	"
Spencer Meadow,Spencer Meadow (776) (elev. 3400),776,Washington,WA,SNOTEL,SNTL,776:WA:SNTL,3400,46.1795,-121.92661,"170800020108	"
Spirit Lake,Spirit Lake (777) (elev. 3520),777,Washington,WA,SNOTEL,SNTL,777:WA:SNTL,3520,46.26113,-122.1772,"170800050502	"
Spruce Springs,Spruce Springs (984) (elev. 5700),984,Washington,WA,SNOTEL,SNTL,984:WA:SNTL,5700,46.18287,-117.54155,"170601030201	"
Stampede Pass,Stampede Pass (788) (elev. 3850),788,Washington,WA,SNOTEL,SNTL,788:WA:SNTL,3850,47.27427,-121.34162,"171100130103	"
Stevens Pass,Stevens Pass (791) (elev. 3950),791,Washington,WA,SNOTEL,SNTL,791:WA:SNTL,3950,47.74607,-121.09288,"171100090102	"
Surprise Lakes,Surprise Lakes (804) (elev. 4290),804,Washington,WA,SNOTEL,SNTL,804:WA:SNTL,4290,46.09497,-121.76345,"170800020107	"
Swamp Creek,Swamp Creek (975) (elev. 3930),975,Washington,WA,SNOTEL,SNTL,975:WA:SNTL,3930,48.57142,-120.78267,"171100050503	"
Swift Creek,Swift Creek (1012) (elev. 4440),1012,Washington,WA,SNOTEL,SNTL,1012:WA:SNTL,4440,46.1638,-122.18402,"170800020304	"
Thunder Basin,Thunder Basin (817) (elev. 4320),817,Washington,WA,SNOTEL,SNTL,817:WA:SNTL,4320,48.52753,-120.9895,"171100050702	"
Tinkham Creek,Tinkham Creek (899) (elev. 2990),899,Washington,WA,SNOTEL,SNTL,899:WA:SNTL,2990,47.33198,-121.46975,"171100120101	"
Touchet,Touchet (824) (elev. 5530),824,Washington,WA,SNOTEL,SNTL,824:WA:SNTL,5530,46.11868,-117.8505,"170701020303	"
Trinity,Trinity (1171) (elev. 2930),1171,Washington,WA,SNOTEL,SNTL,1171:WA:SNTL,2930,48.0747,-120.8493,"170200110302	"
